,1 quadrant,2 quadrants,3 quadrants
NN (baseline),2126.029071454423,1727.3501347063448,1708.204106242512
CVAE (Monte Carlo),1428.540766414362,1040.4368537683456,535.5500043680112
Performance gap,697.488305040061,686.9132809379992,1172.6541018745006
