,1 quadrant,2 quadrants,3 quadrants
NN (baseline),3062.932897988219,2554.511653229832,2486.5456215367913
CVAE (Monte Carlo),1405.5754932732627,1008.8805733092677,526.4203893886969
Performance gap,1657.3574047149561,1545.6310799205644,1960.1252321480943
