,1 quadrant,2 quadrants,3 quadrants
NN (baseline),2165.3130826614915,1657.6559110891324,1692.7344611902206
CVAE (Monte Carlo),1422.528587073183,1037.1509810865116,529.9808592384996
Performance gap,742.7844955883086,620.5049300026208,1162.753601951721
