,1 quadrant,2 quadrants,3 quadrants
NN (baseline),3453.096600907298,2748.4549970047924,1947.8618655463758
CVAE (Monte Carlo),1421.10981648113,1084.2521177054214,554.3129876962485
Performance gap,2031.986784426168,1664.202879299371,1393.5488778501274
