,1 quadrant,2 quadrants,3 quadrants
NN (baseline),2120.794949565071,1625.9198937949282,1675.904995756789
CVAE (Monte Carlo),1434.5830456425967,1030.1413394818292,528.4979920798597
Performance gap,686.2119039224742,595.778554313099,1147.4070036769294
