,1 quadrant,2 quadrants,3 quadrants
NN (baseline),2515.584463296226,1665.5653762573631,1626.5064935166233
CVAE (Monte Carlo),1434.6698937949282,1052.1398239379494,531.8653463052865
Performance gap,1080.914569501298,613.4255523194138,1094.6411472113368
