,1 quadrant,2 quadrants,3 quadrants
NN (baseline),3106.7191517010283,1570.453582471171,1475.138915235623
CVAE (Monte Carlo),1431.349872625674,1033.1830592536317,531.7790502968687
Performance gap,1675.3692790753544,537.2705232175394,943.3598649387543
