,1 quadrant,2 quadrants,3 quadrants
NN (baseline),2236.662845696885,1754.4373525796227,1413.6622786354333
CVAE (Monte Carlo),1423.9879013890275,1035.2005346133685,529.4680999658359
Performance gap,812.6749443078577,719.2368179662542,884.1941786695974
