,1 quadrant,2 quadrants,3 quadrants
NN (baseline),2797.3785568091052,2242.188744103185,2829.4835793979632
CVAE (Monte Carlo),1407.130622644394,1044.6328657351362,528.7539099550095
Performance gap,1390.2479341647113,1197.5558783680488,2300.7296694429538
