,1 quadrant,2 quadrants,3 quadrants
NN (baseline),2975.958246493111,2282.1116331057806,2023.1690517827726
CVAE (Monte Carlo),1402.3843151738467,1042.6107846586087,522.6462893745008
Performance gap,1573.5739313192641,1239.5008484471718,1500.5227624082718
