,1 quadrant,2 quadrants,3 quadrants
NN (baseline),186.5307288611659,128.64524014993978,62.52973808800451
CVAE (Monte Carlo),176.23136126728485,129.70051952520498,65.79497239231682
Performance gap,10.299367593881044,-1.0552793752652008,-3.2652343043123153
