file,aggregate_gap,1 quadrant gap,2 quadrants gap,3 quadrants gap
CVAE/tuning_results_fashion/results_lr_0.0001_epochs_101_particles_20_z_250_h1_400_h2_600.csv,11.309428900575483,13.140565963598874,1.5726352728212871,-3.4037723358446783
CVAE/tuning_results_fashion/results_lr_0.0001_epochs_101_particles_20_z_150_h1_600_h2_500.csv,10.940371723601617,11.765456519568689,1.5811662765356689,-2.406251072502741
CVAE/tuning_results_fashion/results_lr_0.0001_epochs_101_particles_20_z_250_h1_400_h2_500.csv,9.634600386452014,11.57570065629369,1.5368402499360485,-3.477940519777725
CVAE/tuning_results_fashion/results_lr_0.0001_epochs_101_particles_20_z_250_h1_400_h2_400.csv,9.387266969528454,13.265981022161412,-0.7235012359131474,-3.1552128167198106
CVAE/tuning_results_fashion/results_lr_0.0001_epochs_50_particles_20_z_250_h1_400_h2_600.csv,9.238906458163035,12.808167576409003,-0.6703870974409654,-2.8988740208050032
CVAE/tuning_results_fashion/results_lr_0.0001_epochs_101_particles_20_z_250_h1_600_h2_400.csv,9.046603461804848,12.786003575919151,-1.3928259218843664,-2.346574192229937
CVAE/tuning_results_fashion/results_lr_0.001_epochs_101_particles_20_z_250_h1_500_h2_600.csv,8.953562971121215,12.88051817287652,-0.0085290537093669,-3.9184261480459375
CVAE/tuning_results_fashion/results_lr_0.0001_epochs_101_particles_20_z_200_h1_600_h2_500.csv,8.795121945512163,12.338058617930043,-0.5425638558384662,-3.0003728165794143
CVAE/tuning_results_fashion/results_lr_0.0001_epochs_101_particles_20_z_250_h1_600_h2_500.csv,8.681154245004869,12.32598608827439,-0.8386529307014996,-2.806178912568022
CVAE/tuning_results_fashion/results_lr_0.0001_epochs_101_particles_20_z_200_h1_600_h2_600.csv,8.511256342878738,10.041157390362912,1.3284976703290423,-2.858398717813216
CVAE/tuning_results_fashion/results_lr_0.0001_epochs_101_particles_20_z_200_h1_500_h2_500.csv,8.272476610665109,12.572108552097887,-1.4732107826696108,-2.826421158763168
CVAE/tuning_results_fashion/results_lr_0.0001_epochs_101_particles_20_z_250_h1_500_h2_400.csv,8.170928723515033,13.301521861895964,-0.9080411770854084,-4.2225519612955225
CVAE/tuning_results_fashion/results_lr_0.0001_epochs_101_particles_20_z_200_h1_400_h2_600.csv,8.02583099706488,13.04163338658148,-1.6827229265206824,-3.3330794629959186
CVAE/tuning_results_fashion/results_lr_0.0001_epochs_101_particles_20_z_200_h1_500_h2_400.csv,7.979399294137211,11.51764798392884,-0.9550981125511556,-2.583150577240474
CVAE/tuning_results_fashion/results_lr_0.001_epochs_101_particles_20_z_250_h1_500_h2_500.csv,7.860376278813263,11.62744584251135,0.0609742673441218,-3.828043831042209
CVAE/tuning_results_fashion/results_lr_0.0001_epochs_101_particles_20_z_150_h1_400_h2_400.csv,7.651518739450495,12.337084736686933,-1.9645691649220536,-2.720996832314384
CVAE/tuning_results_fashion/results_lr_0.0001_epochs_101_particles_10_z_250_h1_400_h2_500.csv,7.594219159013539,12.231526822708672,-1.5237426270311405,-3.113565036663992
CVAE/tuning_results_fashion/results_lr_0.0001_epochs_101_particles_20_z_150_h1_500_h2_500.csv,6.986499372000878,10.941425750049916,-1.4689034166427604,-2.486022961406277
CVAE/tuning_results_fashion/results_lr_0.0001_epochs_101_particles_20_z_200_h1_600_h2_400.csv,6.825936972523664,12.987778587463197,-2.424658729626344,-3.7371828853131888
CVAE/tuning_results_fashion/results_lr_0.0001_epochs_50_particles_20_z_200_h1_400_h2_500.csv,6.739711468973873,11.456557983788429,-1.3054381787967202,-3.411408336017836
CVAE/tuning_results_fashion/results_lr_0.0001_epochs_50_particles_20_z_250_h1_500_h2_400.csv,6.659020262404383,10.330542031187605,-0.8301840102710685,-2.8413377585121538
CVAE/tuning_results_fashion/results_lr_0.0001_epochs_101_particles_20_z_150_h1_500_h2_400.csv,6.5197871759676636,12.596594228531217,-1.2132884747684898,-4.863518577795063
