,1 quadrant,2 quadrants,3 quadrants
NN (baseline),186.53915722149247,128.67355392992306,62.54124673715415
CVAE (Monte Carlo),176.59370602738744,129.65612600405757,66.13306182032576
Performance gap,9.945451194105033,-0.9825720741345094,-3.5918150831716176
