,1 quadrant,2 quadrants,3 quadrants
NN (baseline),186.8115505913195,128.76482659483108,62.53235297157361
CVAE (Monte Carlo),175.99196973319252,129.79190295039655,65.40581138293965
Performance gap,10.819580858126983,-1.0270763555654696,-2.8734584113660375
