,1 quadrant,2 quadrants,3 quadrants
NN (baseline),187.3632601899461,128.68943540432963,62.491939361864766
CVAE (Monte Carlo),176.60616451178115,129.6445240593566,65.73612247259852
Performance gap,10.757095678164944,-0.9550886550269695,-3.2441831107337578
