,1 quadrant,2 quadrants,3 quadrants
NN (baseline),186.65329603493785,128.71306461419542,62.537231603750406
CVAE (Monte Carlo),176.347169918755,129.6425314467555,65.7323587923385
Performance gap,10.306126116182867,-0.929466832560081,-3.1951271885880956
