,1 quadrant,2 quadrants,3 quadrants
NN (baseline),1496.3557885508187,960.603874620919,478.8666305785743
CVAE (Monte Carlo),1373.1173364803815,914.8267295764277,468.9379051135371
Performance gap,123.23845207043723,45.77714504449125,9.92872546503719
