,1 quadrant,2 quadrants,3 quadrants
NN (baseline),185.12020449897352,128.01768732527955,62.24536488688411
CVAE (Monte Carlo),178.033510153286,131.49094919807996,67.03444332817492
Performance gap,7.086694345687533,-3.473261872800407,-4.789078441290805
