,1 quadrant,2 quadrants,3 quadrants
NN (baseline),185.3117689431285,127.96897946683744,62.0684831637544
CVAE (Monte Carlo),175.78997841734474,129.0786440669538,67.5228009330579
Performance gap,9.521790525783757,-1.1096646001163748,-5.454317769303493
