,1 quadrant,2 quadrants,3 quadrants
NN (baseline),185.59063038201379,127.84067462275203,62.04630424572637
CVAE (Monte Carlo),173.3591035593051,129.36441724978317,65.15986928239036
Performance gap,12.231526822708673,-1.5237426270311403,-3.113565036663992
