,1 quadrant,2 quadrants,3 quadrants
NN (baseline),185.31584050480168,127.56771065708928,62.118101321089384
CVAE (Monte Carlo),175.91051885342827,130.716518365537,66.90926420802887
Performance gap,9.405321651373413,-3.148807708447734,-4.791162886939489
