,1 quadrant,2 quadrants,3 quadrants
NN (baseline),185.0999827034557,128.06734673740766,62.06202728222734
CVAE (Monte Carlo),173.71465903577712,128.64370842101854,67.02144783678146
Performance gap,11.385323667678591,-0.5763616836108838,-4.9594205545541215
