,1 quadrant,2 quadrants,3 quadrants
NN (baseline),187.17883827282597,127.63850787958017,62.30439832644721
CVAE (Monte Carlo),174.39283469690682,129.03133380146454,64.65097251867715
Performance gap,12.786003575919153,-1.3928259218843664,-2.3465741922299372
