,1 quadrant,2 quadrants,3 quadrants
NN (baseline),186.32996200220273,128.70410831439227,62.56855212080593
CVAE (Monte Carlo),176.3197803923878,129.77401735835943,66.71578767429145
Performance gap,10.010181609814936,-1.069909043967158,-4.147235553485515
