,1 quadrant,2 quadrants,3 quadrants
NN (baseline),186.51220264373876,128.60529885581508,62.528021864235974
CVAE (Monte Carlo),176.3582085557639,129.68367379770493,66.64313604580327
Performance gap,10.153994087974866,-1.078374941889848,-4.1151141815673
