,1 quadrant,2 quadrants,3 quadrants
NN (baseline),185.5455385153286,128.32259797897584,62.3760612902169
CVAE (Monte Carlo),172.8814015251379,131.3688521461365,65.48467302170043
Performance gap,12.664136990190684,-3.0462541671606687,-3.1086117314835278
