,1 quadrant,2 quadrants,3 quadrants
NN (baseline),185.66414961647303,127.66359176879493,62.18022408043615
CVAE (Monte Carlo),173.9887909325548,129.18341566579412,67.64477481781104
Performance gap,11.675358683918233,-1.5198238969991849,-5.464550737374893
