,1 quadrant,2 quadrants,3 quadrants
NN (baseline),184.43170068515374,128.54411242792781,62.124835443953735
CVAE (Monte Carlo),176.11359427455133,131.8961924592527,66.10348989712163
Performance gap,8.318106410602411,-3.352080031324874,-3.9786544531678985
