,1 quadrant,2 quadrants,3 quadrants
NN (baseline),186.68794099362896,128.54307697527705,62.479050547931905
CVAE (Monte Carlo),176.31006463876548,129.65335356008512,65.38626844509722
Performance gap,10.377876354863474,-1.1102765848080764,-2.90721789716531
