,1 quadrant,2 quadrants,3 quadrants
NN (baseline),184.7834840232191,127.70555619309886,62.13166860269662
CVAE (Monte Carlo),174.0173025405445,131.2215843322559,66.43905958961754
Performance gap,10.766181482674597,-3.5160281391570436,-4.307390986920922
