,1 quadrant,2 quadrants,3 quadrants
NN (baseline),186.54019730540512,128.9583427258574,62.46608139379337
CVAE (Monte Carlo),176.68035103794867,129.72195107944475,65.71464027916662
Performance gap,9.859846267456447,-0.7636083535873581,-3.2485588853732494
