,1 quadrant,2 quadrants,3 quadrants
NN (baseline),185.69973871883113,128.234785159175,62.23819910603971
CVAE (Monte Carlo),173.37375263055674,129.0734380898765,65.04437801860773
Performance gap,12.32598608827439,-0.8386529307014996,-2.806178912568022
