,1 quadrant,2 quadrants,3 quadrants
NN (baseline),184.85150648610662,127.95574634296064,62.366490080714605
CVAE (Monte Carlo),173.1444687035899,127.99931922888223,67.42148730244499
Performance gap,11.707037782516721,-0.043572885921591364,-5.054997221730382
