,1 quadrant,2 quadrants,3 quadrants
NN (baseline),186.54598579772363,127.61949579403424,62.10004164235661
CVAE (Monte Carlo),173.06911534318527,128.6389042180948,67.44009953946733
Performance gap,13.476870454538357,-1.0194084240605719,-5.340057897110718
