,1 quadrant,2 quadrants,3 quadrants
NN (baseline),1492.2252661366813,961.089741764739,479.27238283980006
CVAE (Monte Carlo),1375.7717905257837,920.3677155613518,468.20840103100664
Performance gap,116.45347561089761,40.722026203387145,11.063981808793415
