,1 quadrant,2 quadrants,3 quadrants
NN (baseline),1493.7745505628495,962.2506347266249,478.5306050358489
CVAE (Monte Carlo),1376.3726642840206,922.8434647142697,467.2764322201665
Performance gap,117.4018862788289,39.40717001235521,11.25417281568241
