,1 quadrant,2 quadrants,3 quadrants
NN (baseline),1492.274204,961.664204655364,478.44706847949500
CVAE (Monte Carlo),1373.189543,921.6185638135230,466.3056288649090
Performance gap,119.084661,40.04564084184060,12.141439614585400
