,1 quadrant,2 quadrants,3 quadrants
NN (baseline),187.21403357167594,127.93005302843575,62.11632813280002
CVAE (Monte Carlo),174.876948834989,129.8946221933578,64.8373249651144
Performance gap,12.337084736686933,-1.9645691649220538,-2.720996832314384
