,1 quadrant,2 quadrants,3 quadrants
NN (baseline),186.6960097242849,128.69338487131526,62.54434076132485
CVAE (Monte Carlo),176.34588725422137,129.7090951109085,66.1778408208975
Performance gap,10.350122470063525,-1.0157102395932327,-3.633500059572654
