,1 quadrant,2 quadrants,3 quadrants
NN (baseline),186.7259456646709,128.46036875666903,62.227569848203814
CVAE (Monte Carlo),175.20829768074205,129.41546686922018,64.81072042544429
Performance gap,11.517647983928839,-0.9550981125511555,-2.583150577240474
