,1 quadrant,2 quadrants,3 quadrants
NN (baseline),186.9321584000755,128.72366727883824,62.51535443680736
CVAE (Monte Carlo),176.34120144097568,129.70133292103728,65.70015900584455
Performance gap,10.590956959099827,-0.9776656421990424,-3.1848045690371976
