,1 quadrant,2 quadrants,3 quadrants
NN (baseline),186.45405032611885,128.8627632067988,62.46221597202289
CVAE (Monte Carlo),176.35903428537776,130.2448038216978,65.65763037197125
Performance gap,10.095016040741086,-1.3820406148989832,-3.195414399948362
