,1 quadrant,2 quadrants,3 quadrants
NN (baseline),186.6671382428739,128.76091737107348,62.484881501609145
CVAE (Monte Carlo),176.50035392590604,130.7448943019294,67.0520341403949
Performance gap,10.166784316967863,-1.9839769308559312,-4.56715263878575
