,1 quadrant,2 quadrants,3 quadrants
NN (baseline),186.05558201603995,127.56126886434829,62.20941180390672
CVAE (Monte Carlo),175.11415626599003,129.03017228099105,64.695434765313
Performance gap,10.941425750049916,-1.4689034166427604,-2.4860229614062774
