,1 quadrant,2 quadrants,3 quadrants
NN (baseline),186.46605840810952,128.76346556447186,62.48396815583348
CVAE (Monte Carlo),176.34528587268184,129.575994522046,65.64921924481376
Performance gap,10.120772535427676,-0.8125289575741306,-3.165251088980284
