,1 quadrant,2 quadrants,3 quadrants
NN (baseline),186.47661349263055,128.66932792785448,62.52139674665067
CVAE (Monte Carlo),176.23140036488493,129.85618793621612,65.52264212952635
Performance gap,10.245213127745615,-1.1868600083616343,-3.0012453828756733
