,1 quadrant,2 quadrants,3 quadrants
NN (baseline),186.81679912725576,128.12025756348436,62.16238183944751
CVAE (Monte Carlo),173.77516574067428,129.80298049000504,65.49546130244343
Performance gap,13.04163338658148,-1.6827229265206824,-3.3330794629959186
