,1 quadrant,2 quadrants,3 quadrants
NN (baseline),185.32535306790385,128.42893911245912,62.209336606839216
CVAE (Monte Carlo),174.9864541440726,128.9129197239495,65.57263722282629
Performance gap,10.338898923831238,-0.48398061149038085,-3.3633006159870718
