,1 quadrant,2 quadrants,3 quadrants
NN (baseline),186.23371243705384,128.71896759618204,62.52389118084892
CVAE (Monte Carlo),176.70521525910107,129.7904264797418,65.55527263556044
Performance gap,9.528497177952772,-1.0714588835597567,-3.0313814547115214
