,1 quadrant,2 quadrants,3 quadrants
NN (baseline),186.73572318470136,128.45061661107852,62.34217351846421
CVAE (Monte Carlo),174.13912895617014,129.663905085847,67.20569209625927
Performance gap,12.596594228531217,-1.2132884747684898,-4.8635185777950625
