,1 quadrant,2 quadrants,3 quadrants
NN (baseline),187.63087780254716,128.77307060656076,62.48968435171694
CVAE (Monte Carlo),176.17431981875873,130.07850878535749,65.90109268773477
Performance gap,11.456557983788429,-1.3054381787967202,-3.4114083360178356
