,1 quadrant,2 quadrants,3 quadrants
NN (baseline),1495.9095716385034,960.3836931222544,478.423523046719
CVAE (Monte Carlo),1374.883528931834,925.5970234733801,468.73858905828797
Performance gap,121.02604270666939,34.786669648874295,9.684933988431055
