,1 quadrant,2 quadrants,3 quadrants
NN (baseline),1494.844973,961.0011037028255,478.25564458195015
CVAE (Monte Carlo),1370.403313,919.1134218453599,466.8986389355157
Performance gap,124.44166,41.88768185746562,11.357005646434459
