,1 quadrant,2 quadrants,3 quadrants
NN (baseline),1493.6507997360472,962.1764666767547,478.7067967
CVAE (Monte Carlo),1371.5214531749202,922.4061643947808,469.7217233
Performance gap,122.12934656112702,39.77030228197384,8.985073394
