,1 quadrant,2 quadrants,3 quadrants
NN (baseline),186.7967275308725,128.7181421103188,62.50328718435269
CVAE (Monte Carlo),176.82192281412242,129.7545923836315,67.02206201522876
Performance gap,9.974804716750072,-1.0364502733126812,-4.518774830876062
