,1 quadrant,2 quadrants,3 quadrants
NN (baseline),186.50758849317654,128.92360146129474,62.46793982167594
CVAE (Monte Carlo),176.37174997542994,129.70752674626846,65.72647857666016
Performance gap,10.135838517746606,-0.7839252849737193,-3.2585387549842153
