,1 quadrant,2 quadrants,3 quadrants
NN (baseline),186.92038797494322,128.71500776979488,62.5582808595115
CVAE (Monte Carlo),176.06332412085976,129.67416813274542,65.68990178458607
Performance gap,10.857063854083464,-0.9591603629505414,-3.1316209250745715
