,1 quadrant,2 quadrants,3 quadrants
NN (baseline),186.3819808228709,128.71882032205502,62.54489167429769
CVAE (Monte Carlo),176.76141844923123,129.62263557019705,65.51853260369347
Performance gap,9.620562373639672,-0.9038152481420241,-2.973640929395785
